number,report,family,profile,brand,languages,templateKey,httpStatus,pdf,issueCount,mappingIssues,issues,blank
85,MIKRH_ETIKETA_FAETHON_GE,thermal,small,FAETHON,de,thermal-small,200,samples/MIKRH_ETIKETA_FAETHON_GE.pdf,7,,Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας de. | Λείπει προέλευση de. | Λείπουν οδηγίες χρήσης de. | Λείπει μετάφραση συσκευασίας de. | Λείπει μετάφραση κατηγορίας de.,False
86,MIKRH_ETIKETA_FAETHON_HU,thermal,small,FAETHON,hu,thermal-small,200,samples/MIKRH_ETIKETA_FAETHON_HU.pdf,7,,Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας hu. | Λείπει προέλευση hu. | Λείπουν οδηγίες χρήσης hu. | Λείπει μετάφραση συσκευασίας hu. | Λείπει μετάφραση κατηγορίας hu.,False
87,MIKRH_ETIKETA_FAETHON_IT,thermal,small,FAETHON,it,thermal-small,200,samples/MIKRH_ETIKETA_FAETHON_IT.pdf,7,,Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας it. | Λείπει προέλευση it. | Λείπουν οδηγίες χρήσης it. | Λείπει μετάφραση συσκευασίας it. | Λείπει μετάφραση κατηγορίας it.,False
88,MIKRH_ETIKETA_FAETHON_SW,thermal,small,FAETHON,sv,thermal-small,200,samples/MIKRH_ETIKETA_FAETHON_SW.pdf,7,,Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας sv. | Λείπει προέλευση sv. | Λείπουν οδηγίες χρήσης sv. | Λείπει μετάφραση συσκευασίας sv. | Λείπει μετάφραση κατηγορίας sv.,False
89,MIKRH_ETIKETA_IONIC_GR,thermal,small,IONIC,el,thermal-small,200,samples/MIKRH_ETIKETA_IONIC_GR.pdf,10,"Brand IONIC is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας el. | Λείπει προέλευση el. | Λείπουν οδηγίες χρήσης el. | Λείπει μετάφραση συσκευασίας el. | Λείπει μετάφραση κατηγορίας el. | Συμπληρώστε το ειδικό πεδίο ετικέτας: προέλευση πελάτη (IONIC) | Συμπληρώστε το ειδικό πεδίο ετικέτας: κωδικός προϊόντος πελάτη (IONIC),False
90,MIKRH_ETIKETA_MAVROUDIS_EN,thermal,small,MAVROUDIS,en,thermal-small,200,samples/MIKRH_ETIKETA_MAVROUDIS_EN.pdf,8,"Brand MAVROUDIS is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας en. | Λείπει προέλευση en. | Λείπουν οδηγίες χρήσης en. | Λείπει μετάφραση συσκευασίας en. | Λείπει μετάφραση κατηγορίας en.,False
91,MIKRH_ETIKETA_MAVROUDIS_GE,thermal,small,MAVROUDIS,de,thermal-small,200,samples/MIKRH_ETIKETA_MAVROUDIS_GE.pdf,8,"Brand MAVROUDIS is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας de. | Λείπει προέλευση de. | Λείπουν οδηγίες χρήσης de. | Λείπει μετάφραση συσκευασίας de. | Λείπει μετάφραση κατηγορίας de.,False
92,MIKRH_ETIKETA_METEORA_GR,thermal,small,METEORA,el,thermal-small,200,samples/MIKRH_ETIKETA_METEORA_GR.pdf,8,"Brand METEORA is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας el. | Λείπει προέλευση el. | Λείπουν οδηγίες χρήσης el. | Λείπει μετάφραση συσκευασίας el. | Λείπει μετάφραση κατηγορίας el.,False
93,MIKRH_ETIKETA_METEORA_RO,thermal,small,METEORA,ro,thermal-small,200,samples/MIKRH_ETIKETA_METEORA_RO.pdf,8,"Brand METEORA is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας ro. | Λείπει προέλευση ro. | Λείπουν οδηγίες χρήσης ro. | Λείπει μετάφραση συσκευασίας ro. | Λείπει μετάφραση κατηγορίας ro.,False
94,MIKRH_ETIKETA_SUFRO_EN,thermal,small,SUFRO,en,thermal-small,200,samples/MIKRH_ETIKETA_SUFRO_EN.pdf,8,"Brand SUFRO is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας en. | Λείπει προέλευση en. | Λείπουν οδηγίες χρήσης en. | Λείπει μετάφραση συσκευασίας en. | Λείπει μετάφραση κατηγορίας en.,False
95,MIKRH_ETIKETA_PAPADOPOULOS_BG,thermal,small,PAPADOPOULOS,bg,thermal-small,200,samples/MIKRH_ETIKETA_PAPADOPOULOS_BG.pdf,8,"Brand PAPADOPOULOS is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας bg. | Λείπει προέλευση bg. | Λείπουν οδηγίες χρήσης bg. | Λείπει μετάφραση συσκευασίας bg. | Λείπει μετάφραση κατηγορίας bg.,False
96,MIKRH_ETIKETA_PAPADOPOULOS_CH,thermal,small,PAPADOPOULOS,cs,thermal-small,200,samples/MIKRH_ETIKETA_PAPADOPOULOS_CH.pdf,8,"Brand PAPADOPOULOS is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας cs. | Λείπει προέλευση cs. | Λείπουν οδηγίες χρήσης cs. | Λείπει μετάφραση συσκευασίας cs. | Λείπει μετάφραση κατηγορίας cs.,False
97,MIKRH_ETIKETA_PAPADOPOULOS_EN,thermal,small,PAPADOPOULOS,en,thermal-small,200,samples/MIKRH_ETIKETA_PAPADOPOULOS_EN.pdf,8,"Brand PAPADOPOULOS is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας en. | Λείπει προέλευση en. | Λείπουν οδηγίες χρήσης en. | Λείπει μετάφραση συσκευασίας en. | Λείπει μετάφραση κατηγορίας en.,False
98,MIKRH_ETIKETA_PAPADOPOULOS_ES,thermal,small,PAPADOPOULOS,es,thermal-small,200,samples/MIKRH_ETIKETA_PAPADOPOULOS_ES.pdf,8,"Brand PAPADOPOULOS is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας es. | Λείπει προέλευση es. | Λείπουν οδηγίες χρήσης es. | Λείπει μετάφραση συσκευασίας es. | Λείπει μετάφραση κατηγορίας es.,False
99,MIKRH_ETIKETA_PAPADOPOULOS_FR,thermal,small,PAPADOPOULOS,fr,thermal-small,200,samples/MIKRH_ETIKETA_PAPADOPOULOS_FR.pdf,8,"Brand PAPADOPOULOS is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας fr. | Λείπει προέλευση fr. | Λείπουν οδηγίες χρήσης fr. | Λείπει μετάφραση συσκευασίας fr. | Λείπει μετάφραση κατηγορίας fr.,False
100,MIKRH_ETIKETA_PAPADOPOULOS_GE,thermal,small,PAPADOPOULOS,de,thermal-small,200,samples/MIKRH_ETIKETA_PAPADOPOULOS_GE.pdf,8,"Brand PAPADOPOULOS is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας de. | Λείπει προέλευση de. | Λείπουν οδηγίες χρήσης de. | Λείπει μετάφραση συσκευασίας de. | Λείπει μετάφραση κατηγορίας de.,False
101,MIKRH_ETIKETA_PAPADOPOULOS_HL,thermal,small,PAPADOPOULOS,nl,thermal-small,200,samples/MIKRH_ETIKETA_PAPADOPOULOS_HL.pdf,8,"Brand PAPADOPOULOS is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας nl. | Λείπει προέλευση nl. | Λείπουν οδηγίες χρήσης nl. | Λείπει μετάφραση συσκευασίας nl. | Λείπει μετάφραση κατηγορίας nl.,False
102,MIKRH_ETIKETA_PAPADOPOULOS_IT,thermal,small,PAPADOPOULOS,it,thermal-small,200,samples/MIKRH_ETIKETA_PAPADOPOULOS_IT.pdf,8,"Brand PAPADOPOULOS is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας it. | Λείπει προέλευση it. | Λείπουν οδηγίες χρήσης it. | Λείπει μετάφραση συσκευασίας it. | Λείπει μετάφραση κατηγορίας it.,False
103,MIKRH_ETIKETA_PAPADOPOULOS_PL,thermal,small,PAPADOPOULOS,pl,thermal-small,200,samples/MIKRH_ETIKETA_PAPADOPOULOS_PL.pdf,8,"Brand PAPADOPOULOS is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας pl. | Λείπει προέλευση pl. | Λείπουν οδηγίες χρήσης pl. | Λείπει μετάφραση συσκευασίας pl. | Λείπει μετάφραση κατηγορίας pl.,False
104,MIKRH_ETIKETA_PAPADOPOULOS_RO,thermal,small,PAPADOPOULOS,ro,thermal-small,200,samples/MIKRH_ETIKETA_PAPADOPOULOS_RO.pdf,8,"Brand PAPADOPOULOS is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας ro. | Λείπει προέλευση ro. | Λείπουν οδηγίες χρήσης ro. | Λείπει μετάφραση συσκευασίας ro. | Λείπει μετάφραση κατηγορίας ro.,False
105,MIKRH_ETIKETA_PAPADOPOULOS_SW,thermal,small,PAPADOPOULOS,sv,thermal-small,200,samples/MIKRH_ETIKETA_PAPADOPOULOS_SW.pdf,8,"Brand PAPADOPOULOS is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας sv. | Λείπει προέλευση sv. | Λείπουν οδηγίες χρήσης sv. | Λείπει μετάφραση συσκευασίας sv. | Λείπει μετάφραση κατηγορίας sv.,False
106,CERTIFICATE_OF_CONFORMANCE_FULL,certificate-conformance,a4,FAETHON,en,certificate-conformance,200,samples/CERTIFICATE_OF_CONFORMANCE_FULL.pdf,2,,Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Λείπει πελάτης πιστοποιητικού.,False
