number,report,family,profile,brand,languages,templateKey,httpStatus,pdf,issueCount,mappingIssues,issues,blank
34,MEGALH_ETIKETA_SUFRO_RO_EN_KIBOTIO,thermal,large,SUFRO,ro | en,thermal-large,200,samples/MEGALH_ETIKETA_SUFRO_RO_EN_KIBOTIO.pdf,44,"Brand SUFRO is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η μεγάλη ετικέτα απαιτεί ελληνικά και αγγλικά. | Δεν έχουν συμπληρωθεί οι επικεφαλίδες ro. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας ro. | Λείπει προέλευση ro. | Λείπουν οδηγίες χρήσης ro. | Λείπει μετάφραση συσκευασίας ro. | Λείπει μετάφραση κατηγορίας ro. | Λείπουν στοιχεία επωνυμίας en. | Λείπει προέλευση en. | Λείπουν οδηγίες χρήσης en. | Λείπει μετάφραση συσκευασίας en. | Λείπει μετάφραση κατηγορίας en. | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:8 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:10 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:18 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:20 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:22 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:24 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:25 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:26 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:29 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:32 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:35 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:38 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:41 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:44 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:47 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:52 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:56 | Απαιτείται αντιστοίχιση πεδίου προτύπου: NOPO_KTPS.KATASTASH | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:61 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:63 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:65 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:66 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:69 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:71 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:73 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:74 | Απαιτείται αντιστοίχιση πεδίου προτύπου: PROIONTA.TEM_ANA_KIBOTIO | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:84 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:85,False
35,MEGALH_ETIKETA_SUFRO_GR_EN_KIBOTIO,thermal,large,SUFRO,el | en,thermal-large,200,samples/MEGALH_ETIKETA_SUFRO_GR_EN_KIBOTIO.pdf,15,"Brand SUFRO is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας el. | Λείπει προέλευση el. | Λείπουν οδηγίες χρήσης el. | Λείπει μετάφραση συσκευασίας el. | Λείπει μετάφραση κατηγορίας el. | Λείπουν στοιχεία επωνυμίας en. | Λείπει προέλευση en. | Λείπουν οδηγίες χρήσης en. | Λείπει μετάφραση συσκευασίας en. | Λείπει μετάφραση κατηγορίας en. | Απαιτείται αντιστοίχιση πεδίου προτύπου: NOPO_KTPS.KATASTASH | Απαιτείται αντιστοίχιση πεδίου προτύπου: PROIONTA.TEM_ANA_KIBOTIO,False
36,MEGALH_ETIKETA_PAPADOPOULOS_GR_EN_KIBOTIO,thermal,large,PAPADOPOULOS,el | en,thermal-large,200,samples/MEGALH_ETIKETA_PAPADOPOULOS_GR_EN_KIBOTIO.pdf,15,"Brand PAPADOPOULOS is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας el. | Λείπει προέλευση el. | Λείπουν οδηγίες χρήσης el. | Λείπει μετάφραση συσκευασίας el. | Λείπει μετάφραση κατηγορίας el. | Λείπουν στοιχεία επωνυμίας en. | Λείπει προέλευση en. | Λείπουν οδηγίες χρήσης en. | Λείπει μετάφραση συσκευασίας en. | Λείπει μετάφραση κατηγορίας en. | Απαιτείται αντιστοίχιση πεδίου προτύπου: NOPO_KTPS.KATASTASH | Απαιτείται αντιστοίχιση πεδίου προτύπου: PROIONTA.TEM_ANA_KIBOTIO,False
37,MEGALH_ETIKETA_METEORA_RO_EN_KIBOTIO,thermal,large,METEORA,ro | en,thermal-large,200,samples/MEGALH_ETIKETA_METEORA_RO_EN_KIBOTIO.pdf,44,"Brand METEORA is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η μεγάλη ετικέτα απαιτεί ελληνικά και αγγλικά. | Δεν έχουν συμπληρωθεί οι επικεφαλίδες ro. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας ro. | Λείπει προέλευση ro. | Λείπουν οδηγίες χρήσης ro. | Λείπει μετάφραση συσκευασίας ro. | Λείπει μετάφραση κατηγορίας ro. | Λείπουν στοιχεία επωνυμίας en. | Λείπει προέλευση en. | Λείπουν οδηγίες χρήσης en. | Λείπει μετάφραση συσκευασίας en. | Λείπει μετάφραση κατηγορίας en. | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:8 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:10 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:18 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:20 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:22 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:24 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:25 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:26 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:29 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:32 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:35 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:38 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:41 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:44 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:47 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:52 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:56 | Απαιτείται αντιστοίχιση πεδίου προτύπου: NOPO_KTPS.KATASTASH | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:61 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:63 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:65 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:66 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:69 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:71 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:73 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:74 | Απαιτείται αντιστοίχιση πεδίου προτύπου: PROIONTA.TEM_ANA_KIBOTIO | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:84 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:carton:85,False
38,MEGALH_ETIKETA_METEORA_GR_EN_KIBOTIO,thermal,large,METEORA,el | en,thermal-large,200,samples/MEGALH_ETIKETA_METEORA_GR_EN_KIBOTIO.pdf,15,"Brand METEORA is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας el. | Λείπει προέλευση el. | Λείπουν οδηγίες χρήσης el. | Λείπει μετάφραση συσκευασίας el. | Λείπει μετάφραση κατηγορίας el. | Λείπουν στοιχεία επωνυμίας en. | Λείπει προέλευση en. | Λείπουν οδηγίες χρήσης en. | Λείπει μετάφραση συσκευασίας en. | Λείπει μετάφραση κατηγορίας en. | Απαιτείται αντιστοίχιση πεδίου προτύπου: NOPO_KTPS.KATASTASH | Απαιτείται αντιστοίχιση πεδίου προτύπου: PROIONTA.TEM_ANA_KIBOTIO,False
39,MEGALH_ETIKETA_MAVROUDIS_GE_EN_KIBOTIO,thermal,large,MAVROUDIS,de | en,thermal-large,200,samples/MEGALH_ETIKETA_MAVROUDIS_GE_EN_KIBOTIO.pdf,44,"Brand MAVROUDIS is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η μεγάλη ετικέτα απαιτεί ελληνικά και αγγλικά. | Δεν έχουν συμπληρωθεί οι επικεφαλίδες de. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας de. | Λείπει προέλευση de. | Λείπουν οδηγίες χρήσης de. | Λείπει μετάφραση συσκευασίας de. | Λείπει μετάφραση κατηγορίας de. | Λείπουν στοιχεία επωνυμίας en. | Λείπει προέλευση en. | Λείπουν οδηγίες χρήσης en. | Λείπει μετάφραση συσκευασίας en. | Λείπει μετάφραση κατηγορίας en. | Λείπει μετάφραση επικεφαλίδας de: thermal-large:carton:8 | Λείπει μετάφραση επικεφαλίδας de: thermal-large:carton:10 | Λείπει μετάφραση επικεφαλίδας de: thermal-large:carton:18 | Λείπει μετάφραση επικεφαλίδας de: thermal-large:carton:20 | Λείπει μετάφραση επικεφαλίδας de: thermal-large:carton:22 | Λείπει μετάφραση επικεφαλίδας de: thermal-large:carton:24 | Λείπει μετάφραση επικεφαλίδας de: thermal-large:carton:25 | Λείπει μετάφραση επικεφαλίδας de: thermal-large:carton:26 | Λείπει μετάφραση επικεφαλίδας de: thermal-large:carton:29 | Λείπει μετάφραση επικεφαλίδας de: thermal-large:carton:32 | Λείπει μετάφραση επικεφαλίδας de: thermal-large:carton:35 | Λείπει μετάφραση επικεφαλίδας de: thermal-large:carton:38 | Λείπει μετάφραση επικεφαλίδας de: thermal-large:carton:41 | Λείπει μετάφραση επικεφαλίδας de: thermal-large:carton:44 | Λείπει μετάφραση επικεφαλίδας de: thermal-large:carton:47 | Λείπει μετάφραση επικεφαλίδας de: thermal-large:carton:52 | Λείπει μετάφραση επικεφαλίδας de: thermal-large:carton:56 | Απαιτείται αντιστοίχιση πεδίου προτύπου: NOPO_KTPS.KATASTASH | Λείπει μετάφραση επικεφαλίδας de: thermal-large:carton:61 | Λείπει μετάφραση επικεφαλίδας de: thermal-large:carton:63 | Λείπει μετάφραση επικεφαλίδας de: thermal-large:carton:65 | Λείπει μετάφραση επικεφαλίδας de: thermal-large:carton:66 | Λείπει μετάφραση επικεφαλίδας de: thermal-large:carton:69 | Λείπει μετάφραση επικεφαλίδας de: thermal-large:carton:71 | Λείπει μετάφραση επικεφαλίδας de: thermal-large:carton:73 | Λείπει μετάφραση επικεφαλίδας de: thermal-large:carton:74 | Απαιτείται αντιστοίχιση πεδίου προτύπου: PROIONTA.TEM_ANA_KIBOTIO | Λείπει μετάφραση επικεφαλίδας de: thermal-large:carton:84 | Λείπει μετάφραση επικεφαλίδας de: thermal-large:carton:85,False
40,MEGALH_ETIKETA_MAVROUDIS_GR_EN_KIBOTIO,thermal,large,MAVROUDIS,el | en,thermal-large,200,samples/MEGALH_ETIKETA_MAVROUDIS_GR_EN_KIBOTIO.pdf,15,"Brand MAVROUDIS is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας el. | Λείπει προέλευση el. | Λείπουν οδηγίες χρήσης el. | Λείπει μετάφραση συσκευασίας el. | Λείπει μετάφραση κατηγορίας el. | Λείπουν στοιχεία επωνυμίας en. | Λείπει προέλευση en. | Λείπουν οδηγίες χρήσης en. | Λείπει μετάφραση συσκευασίας en. | Λείπει μετάφραση κατηγορίας en. | Απαιτείται αντιστοίχιση πεδίου προτύπου: NOPO_KTPS.KATASTASH | Απαιτείται αντιστοίχιση πεδίου προτύπου: PROIONTA.TEM_ANA_KIBOTIO,False
41,MEGALH_ETIKETA_IONIC_GR_EN_KIBOTIO,thermal,large,IONIC,el | en,thermal-large,200,samples/MEGALH_ETIKETA_IONIC_GR_EN_KIBOTIO.pdf,15,"Brand IONIC is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας el. | Λείπει προέλευση el. | Λείπουν οδηγίες χρήσης el. | Λείπει μετάφραση συσκευασίας el. | Λείπει μετάφραση κατηγορίας el. | Λείπουν στοιχεία επωνυμίας en. | Λείπει προέλευση en. | Λείπουν οδηγίες χρήσης en. | Λείπει μετάφραση συσκευασίας en. | Λείπει μετάφραση κατηγορίας en. | Απαιτείται αντιστοίχιση πεδίου προτύπου: NOPO_KTPS.KATASTASH | Απαιτείται αντιστοίχιση πεδίου προτύπου: PROIONTA.TEM_ANA_KIBOTIO,False
42,MEGALH_ETIKETA_FAETHON_GR_EN_KIBOTIO,thermal,large,FAETHON,el | en,thermal-large,200,samples/MEGALH_ETIKETA_FAETHON_GR_EN_KIBOTIO.pdf,14,,Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας el. | Λείπει προέλευση el. | Λείπουν οδηγίες χρήσης el. | Λείπει μετάφραση συσκευασίας el. | Λείπει μετάφραση κατηγορίας el. | Λείπουν στοιχεία επωνυμίας en. | Λείπει προέλευση en. | Λείπουν οδηγίες χρήσης en. | Λείπει μετάφραση συσκευασίας en. | Λείπει μετάφραση κατηγορίας en. | Απαιτείται αντιστοίχιση πεδίου προτύπου: NOPO_KTPS.KATASTASH | Απαιτείται αντιστοίχιση πεδίου προτύπου: PROIONTA.TEM_ANA_KIBOTIO,False
43,CUSTOM_ETIKETA_MIKRH_NOLOGO,custom,small,FAETHON,el,custom-small,200,samples/CUSTOM_ETIKETA_MIKRH_NOLOGO.pdf,1,No-logo variant cannot be selected in Production API; existing shared template used.,Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή.,False
44,MIKRH_ETIKETA_ZLATHS_FR,thermal,small,ZLATHS,fr,thermal-small,200,samples/MIKRH_ETIKETA_ZLATHS_FR.pdf,9,"Brand ZLATHS is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Δεν έχουν συμπληρωθεί οι επικεφαλίδες fr. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας fr. | Λείπει προέλευση fr. | Λείπουν οδηγίες χρήσης fr. | Λείπει μετάφραση συσκευασίας fr. | Λείπει μετάφραση κατηγορίας fr.,False
45,LISTA_KATHGORION,reference-list,a4,FAETHON,el,reference-list,200,samples/LISTA_KATHGORION.pdf,1,No report-specific reference-list dataset or selector; shared template only.,Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή.,False
46,MEGALH_ETIKETA_METEORA_GR_EN,thermal,large,METEORA,el | en,thermal-large,200,samples/MEGALH_ETIKETA_METEORA_GR_EN.pdf,14,"Brand METEORA is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας el. | Λείπει προέλευση el. | Λείπουν οδηγίες χρήσης el. | Λείπει μετάφραση συσκευασίας el. | Λείπει μετάφραση κατηγορίας el. | Λείπουν στοιχεία επωνυμίας en. | Λείπει προέλευση en. | Λείπουν οδηγίες χρήσης en. | Λείπει μετάφραση συσκευασίας en. | Λείπει μετάφραση κατηγορίας en. | Απαιτείται αντιστοίχιση πεδίου προτύπου: NOPO_KTPS.KATASTASH,False
47,MIKRH_ETIKETA_ZLATHS_EN,thermal,small,ZLATHS,en,thermal-small,200,samples/MIKRH_ETIKETA_ZLATHS_EN.pdf,8,"Brand ZLATHS is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας en. | Λείπει προέλευση en. | Λείπουν οδηγίες χρήσης en. | Λείπει μετάφραση συσκευασίας en. | Λείπει μετάφραση κατηγορίας en.,False
48,MIKRH_ETIKETA_ZLATHS_HL,thermal,small,ZLATHS,nl,thermal-small,200,samples/MIKRH_ETIKETA_ZLATHS_HL.pdf,10,"Brand ZLATHS is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Δεν έχουν συμπληρωθεί οι επικεφαλίδες nl. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας nl. | Λείπει προέλευση nl. | Λείπουν οδηγίες χρήσης nl. | Λείπει μετάφραση συσκευασίας nl. | Λείπει μετάφραση κατηγορίας nl. | Υπερχείλιση κειμένου στο πεδίο Ετικέτα17.,False
49,MIKRH_ETIKETA_PAPADOPOULOS_AL,thermal,small,PAPADOPOULOS,sq,thermal-small,200,samples/MIKRH_ETIKETA_PAPADOPOULOS_AL.pdf,11,"Brand PAPADOPOULOS is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Δεν έχουν συμπληρωθεί οι επικεφαλίδες sq. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας sq. | Λείπει προέλευση sq. | Λείπουν οδηγίες χρήσης sq. | Λείπει μετάφραση συσκευασίας sq. | Λείπει μετάφραση κατηγορίας sq. | Υπερχείλιση κειμένου στο πεδίο Ετικέτα13. | Υπερχείλιση κειμένου στο πεδίο Ετικέτα17.,False
50,MIKRH_ETIKETA_METEORA_EN,thermal,small,METEORA,en,thermal-small,200,samples/MIKRH_ETIKETA_METEORA_EN.pdf,8,"Brand METEORA is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας en. | Λείπει προέλευση en. | Λείπουν οδηγίες χρήσης en. | Λείπει μετάφραση συσκευασίας en. | Λείπει μετάφραση κατηγορίας en.,False
51,MIKRH_ETIKETA_ZLATHS_PL,thermal,small,ZLATHS,pl,thermal-small,200,samples/MIKRH_ETIKETA_ZLATHS_PL.pdf,10,"Brand ZLATHS is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Δεν έχουν συμπληρωθεί οι επικεφαλίδες pl. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας pl. | Λείπει προέλευση pl. | Λείπουν οδηγίες χρήσης pl. | Λείπει μετάφραση συσκευασίας pl. | Λείπει μετάφραση κατηγορίας pl. | Υπερχείλιση κειμένου στο πεδίο Ετικέτα13.,False
52,MIKRH_ETIKETA_ZLATHS_RO,thermal,small,ZLATHS,ro,thermal-small,200,samples/MIKRH_ETIKETA_ZLATHS_RO.pdf,10,"Brand ZLATHS is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Δεν έχουν συμπληρωθεί οι επικεφαλίδες ro. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας ro. | Λείπει προέλευση ro. | Λείπουν οδηγίες χρήσης ro. | Λείπει μετάφραση συσκευασίας ro. | Λείπει μετάφραση κατηγορίας ro. | Υπερχείλιση κειμένου στο πεδίο Ετικέτα17.,False
53,LISTA_SYNTAGON,reference-list,a4,FAETHON,el,reference-list,200,samples/LISTA_SYNTAGON.pdf,1,No report-specific reference-list dataset or selector; shared template only.,Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή.,False
